0.606 -0.352 -0.086 2.253 3.991 5.409 5.301 6.100 5.922 3.461 2.794 1.623 1.925 1.730 -0.342 -1.365 -0.603 -1.948 -1.276 0.548 1.188 2
-1.417 0.148 0.593 -0.701 1.333 1.113 2.163 1.479 2.363 3.937 5.517 6.661 6.536 3.962 4.900 1.524 1.487 -0.868 0.386 -0.999 0.169 1
0.651 -0.755 0.729 2.676 0.154 1.036 2.115 2.223 2.261 1.781 1.545 0.372 3.130 0.215 2.597 1.811 2.298 1.081 2.210 0.388 -0.176 3
0.850 1.377 1.114 0.008 0.436 -0.080 0.907 -0.821 3.057 2.133 4.616 4.730 2.956 3.689 3.901 3.677 3.941 1.186 3.142 -0.225 0.374 1
0.799 0.094 -1.183 1.344 1.825 -0.146 0.072 1.955 -0.112 0.094 2.660 1.055 2.636 4.387 4.074 6.878 3.757 3.161 4.557 1.407 0.873 1
-2.158 0.581 1.134 1.199 1.843 2.077 1.467 2.765 3.219 0.492 1.829 2.035 3.152 2.043 5.290 3.422 3.919 3.272 4.413 1.645 0.163 3
0.849 1.363 0.514 2.813 2.484 3.922 4.237 4.460 4.425 4.629 3.430 2.905 0.667 -0.175 -0.153 0.599 0.348 -0.306 -0.339 -1.364 0.989 2
0.281 0.774 -2.005 -0.638 0.144 0.461 0.687 2.333 1.960 4.094 4.964 5.983 6.337 3.518 5.761 2.376 2.275 0.836 0.318 1.932 -0.864 1
2.069 -0.690 3.467 2.479 1.284 2.294 2.733 4.145 3.202 3.630 3.314 4.026 3.915 1.723 1.510 2.503 0.069 0.283 0.793 1.214 -1.208 2
-0.987 -0.466 -0.685 -0.678 -0.579 -1.427 -0.636 0.280 1.441 -0.151 1.740 3.036 3.500 3.929 5.943 5.602 5.833 2.560 3.755 1.916 1.298 1
-0.585 -0.116 -0.713 1.736 0.417 1.253 0.822 2.303 2.351 1.441 3.278 4.944 4.855 6.584 4.097 3.543 3.451 2.761 1.967 -0.281 -1.267 1
-0.026 0.718 0.685 -0.070 0.514 1.909 3.010 1.176 0.046 1.414 -0.060 1.521 4.981 2.034 4.180 4.206 6.399 3.436 1.896 1.176 0.825 3
-0.019 -0.526 -0.084 0.591 0.466 0.224 1.930 3.744 3.842 5.324 1.579 4.835 3.646 3.762 1.637 3.535 1.487 -0.711 0.149 -0.605 0.921 2
1.715 -0.905 0.225 -0.303 -0.119 -0.023 0.741 -0.068 0.767 -0.146 2.584 0.868 3.381 5.161 3.347 5.294 4.615 3.226 2.802 2.136 0.868 1
0.028 -0.716 0.182 0.182 1.554 2.065 2.403 4.727 4.207 5.285 6.124 4.251 1.750 1.502 0.811 -1.283 0.744 -0.826 -0.110 -1.409 0.476 2
0.768 -1.245 1.590 0.854 0.719 -1.526 0.701 0.194 -1.048 1.235 0.781 0.593 2.825 4.450 2.940 5.153 3.751 2.292 1.281 1.595 3.678 3
-0.636 -0.536 1.542 2.054 0.850 3.054 4.929 4.196 3.077 4.779 3.595 3.786 1.903 0.364 2.377 0.863 -0.205 -0.003 -0.219 0.545 2.348 2
-1.150 0.307 -0.277 1.658 0.441 -0.443 -0.754 1.678 2.598 0.831 4.491 5.478 4.591 4.111 4.764 4.875 4.663 1.099 0.681 2.983 -0.295 1
-1.006 -2.174 -1.117 -0.231 -0.832 3.031 2.126 2.879 3.531 3.176 3.240 1.427 3.432 2.576 1.332 3.651 1.525 3.202 1.183 -0.559 1.113 3
-1.772 0.632 0.366 1.902 -1.297 0.820 0.755 0.661 0.201 0.711 1.215 3.615 2.548 4.060 5.417 4.998 4.251 5.487 3.351 1.986 0.101 3
-0.765 -1.322 -0.632 0.442 1.844 0.348 1.449 0.925 0.593 -0.025 1.096 1.487 3.441 5.109 4.943 5.076 4.236 3.408 3.676 2.494 0.635 1
-0.814 1.232 -0.587 1.302 2.957 2.259 2.964 2.513 4.404 4.497 2.675 4.737 2.963 4.248 0.077 1.424 1.159 -1.757 1.934 1.222 -0.218 2
-0.889 0.908 -0.179 0.299 0.779 2.066 4.354 1.171 3.537 2.236 2.683 1.085 0.401 1.610 2.962 4.573 2.443 1.876 -0.918 2.372 -0.743 3
1.905 0.764 -1.215 -0.052 0.956 1.234 2.631 1.523 1.609 4.868 4.362 6.226 2.987 5.182 0.731 0.126 2.218 0.502 0.465 0.205 0.836 2
-1.440 -0.697 -1.185 -1.870 1.109 -0.336 3.330 2.459 0.780 2.775 5.490 4.274 5.431 3.840 2.114 2.383 1.094 -1.141 -0.912 0.137 1.255 1
1.146 -0.393 1.246 0.422 -0.156 0.156 0.586 1.798 1.028 2.227 2.501 2.628 3.086 5.094 6.343 5.564 3.044 1.299 0.882 0.647 1.227 1
0.616 -2.744 -0.100 0.525 0.274 0.599 0.188 0.578 1.572 0.803 2.059 1.592 1.793 3.736 4.435 7.247 2.653 1.940 0.128 0.941 -0.732 1
1.190 -0.327 0.434 0.359 -0.271 -1.560 2.347 2.752 2.585 2.236 3.341 5.606 4.544 3.846 4.801 3.055 0.966 1.236 0.068 1.531 0.879 1
-1.314 -1.931 0.066 -1.722 -1.180 0.964 -1.099 -0.475 -0.222 1.169 0.357 1.318 1.047 5.144 4.744 5.630 5.581 4.455 3.584 2.597 1.838 1
-1.234 1.228 -1.125 0.747 -0.614 0.531 1.668 1.841 1.538 0.644 0.414 0.482 1.663 1.063 3.895 3.720 2.472 2.526 0.870 -0.054 -1.947 3
1.060 -1.218 -1.914 1.014 -1.184 -0.266 -0.487 1.100 1.284 0.771 0.621 1.283 1.667 4.019 6.068 5.324 4.652 3.451 2.640 3.401 2.150 3
-0.706 -0.252 1.200 -0.413 -1.376 1.926 -1.691 -0.977 0.041 -0.638 1.846 1.738 2.875 2.353 5.904 6.612 6.021 4.012 3.034 1.484 2.132 1
-1.589 -1.388 0.038 -0.472 0.005 -0.031 -0.442 1.095 2.895 2.005 1.537 3.315 1.264 3.865 5.441 5.997 2.618 3.725 2.350 2.860 -0.137 1
0.130 -1.117 -0.398 0.226 -0.127 -0.511 1.511 2.509 2.675 3.724 4.929 4.166 4.765 5.123 1.113 2.855 1.621 1.097 -0.883 -0.826 -1.908 2
-0.505 -0.216 0.926 1.523 2.997 2.517 3.793 4.420 4.979 2.277 4.592 2.850 1.488 2.413 0.433 1.567 -0.357 0.114 0.094 1.365 0.302 2
0.546 -0.026 -0.144 1.043 0.322 0.764 2.379 4.195 2.234 3.674 6.115 5.377 5.396 1.984 2.528 0.952 1.370 0.262 -0.084 -0.387 0.668 2
0.099 -0.469 1.386 -1.294 -1.610 -0.241 -0.514 1.152 1.218 1.863 1.588 4.990 2.441 6.055 5.829 3.592 4.310 1.888 1.913 1.675 -0.652 1
-0.811 0.779 -0.423 2.618 1.033 -2.225 -0.066 1.644 2.136 2.641 5.325 4.736 3.028 4.044 4.603 4.277 1.855 2.405 1.016 1.705 -0.909 1
0.408 -1.314 -2.158 -0.404 0.572 0.623 1.877 1.452 0.525 1.620 1.159 1.805 2.579 2.327 3.975 5.741 5.265 4.646 2.941 0.924 -0.458 3
-0.825 -1.188 3.805 1.949 4.047 3.821 4.369 7.122 7.458 5.764 4.459 2.144 0.302 1.159 0.339 0.756 0.268 -1.128 2.098 -1.338 1.340 2
-1.434 0.689 -0.410 0.083 -0.183 -0.134 0.275 1.714 2.387 3.371 6.377 5.742 5.043 3.177 1.482 4.634 1.205 1.349 0.403 0.072 0.692 1
0.844 -0.120 -1.391 0.814 0.161 0.232 1.844 1.768 2.072 -0.183 1.230 2.881 1.929 3.805 2.321 6.046 4.353 4.632 3.197 0.362 -0.637 3
-0.573 -2.405 0.190 1.501 0.794 0.965 0.974 2.369 1.870 0.937 0.520 2.216 1.452 3.908 4.198 3.872 3.900 1.518 0.523 1.541 -0.407 3
-0.565 0.231 0.508 1.256 2.103 0.973 5.029 3.095 4.523 4.146 3.136 3.461 4.677 1.228 2.485 0.543 0.485 0.862 0.603 1.767 -0.086 2
-0.370 1.378 -0.240 1.724 0.038 0.947 -0.590 0.334 0.103 1.344 1.796 3.154 3.394 2.383 4.367 6.212 3.448 2.980 4.168 1.411 1.883 1
0.074 -1.104 0.915 2.157 3.213 2.645 4.302 6.445 3.806 2.657 0.511 1.350 0.484 0.668 -0.152 0.568 0.159 0.235 0.843 -1.700 0.554 3
0.674 -0.750 -0.900 2.162 3.426 4.214 3.205 3.416 3.897 4.180 4.310 3.145 1.839 1.648 2.336 0.413 -0.009 1.379 0.404 0.132 -0.476 2
1.340 -0.601 -1.656 -0.113 0.824 -0.287 0.184 0.829 -0.475 0.375 1.583 2.929 3.918 4.784 4.064 5.750 3.657 5.268 3.646 1.540 0.860 1
1.738 -0.002 -0.796 2.400 1.261 3.010 1.358 1.583 2.506 2.232 1.508 3.327 0.898 1.176 1.002 2.982 2.602 1.170 2.119 0.621 0.223 3
-1.492 -0.101 0.278 0.654 -0.813 3.611 0.825 2.509 3.598 4.059 4.746 6.443 3.871 1.359 2.087 1.432 -0.010 -0.495 0.570 0.247 -1.688 2
-0.513 1.948 0.755 1.882 3.353 2.122 3.773 3.973 3.631 4.685 5.897 3.671 1.842 2.985 1.333 3.260 1.491 1.207 -0.162 0.569 0.143 2
-0.599 0.985 -0.087 0.277 0.947 0.905 2.986 2.265 4.618 3.024 3.543 7.164 4.294 1.970 0.610 -1.206 0.958 -0.940 0.392 -0.958 -1.469 2
-1.412 2.093 0.905 2.542 -0.230 1.165 -0.407 1.760 2.247 1.924 1.829 1.852 3.155 4.253 4.203 3.995 4.379 3.723 1.655 1.125 0.980 1
0.027 0.776 0.940 2.864 3.387 5.113 5.871 7.005 4.143 3.772 1.529 0.179 -0.222 -0.482 1.870 0.698 0.737 0.049 -0.635 0.225 -0.186 3
1.091 -1.063 -1.611 1.732 4.765 5.439 4.932 5.630 4.053 3.601 3.497 2.293 1.631 0.886 -0.277 1.114 -0.125 1.880 1.474 1.350 0.750 3
-0.064 -2.240 -2.408 0.470 -0.667 -0.531 0.272 -0.493 -0.139 0.780 1.146 1.921 2.905 6.466 3.689 7.524 4.856 3.748 2.410 1.929 1.688 1
0.115 0.273 2.268 1.659 4.582 5.408 6.241 4.676 6.222 3.375 2.334 3.786 -0.253 0.380 1.719 0.419 0.586 0.587 -0.334 -0.122 -1.182 3
-1.283 0.031 -0.668 -1.402 0.979 2.223 1.597 1.005 1.961 -0.507 0.984 3.771 3.097 2.656 2.007 4.269 4.124 3.061 2.624 0.697 2.014 3
-0.986 0.175 -0.485 -0.514 2.304 0.371 0.405 1.820 1.912 0.872 0.463 3.183 3.409 3.563 4.956 6.187 4.619 4.522 1.937 0.617 1.000 3
-0.101 0.288 0.896 1.366 1.709 3.667 5.197 3.592 5.273 4.068 3.267 0.877 -0.972 -0.915 1.671 0.685 -1.443 -0.048 1.289 0.377 0.341 2
-0.768 0.137 0.532 -1.496 3.556 -1.108 0.545 1.792 0.002 -0.393 -0.250 2.059 1.067 2.228 3.939 3.945 2.821 3.661 2.177 1.195 -0.311 3
-1.078 -1.195 -0.893 -0.782 2.327 1.541 -1.337 1.647 0.891 1.888 3.438 4.655 5.162 4.827 3.860 1.997 3.448 1.974 1.786 -1.339 0.973 1
-1.904 0.390 -0.845 1.089 1.414 4.333 6.195 6.183 5.169 4.005 4.449 3.486 1.134 -1.920 -0.093 -1.450 0.381 0.841 0.233 -0.259 0.173 3
-1.737 0.034 -0.579 0.011 -0.363 -0.675 0.463 0.637 0.567 1.927 1.956 4.667 2.623 3.364 4.517 5.125 2.777 1.192 1.729 0.010 0.404 1
0.084 -1.667 -0.487 0.055 2.632 2.316 4.240 4.001 3.122 4.334 4.147 5.167 2.578 4.015 1.650 1.007 1.765 -0.847 -3.261 0.438 0.869 2
-0.402 1.730 1.192 2.890 1.751 4.824 5.231 5.156 2.086 3.992 4.144 1.817 2.459 0.736 0.300 1.109 0.659 1.058 1.153 -0.722 1.871 3
1.405 1.531 1.743 0.006 1.262 -0.174 2.087 2.366 3.096 5.209 5.476 4.201 2.478 2.770 2.674 2.710 0.919 1.705 0.573 2.259 0.063 2
1.051 0.842 2.137 -0.186 1.936 3.898 4.802 6.694 5.228 4.154 3.769 3.804 2.906 -0.852 -0.431 0.166 -1.467 -1.151 0.149 -1.797 -0.514 2
-0.325 -1.039 1.210 -0.078 0.378 -1.553 3.769 1.331 2.726 3.753 5.187 7.720 5.608 4.746 1.464 2.764 1.210 -1.315 -1.364 -0.393 -0.187 2
-0.254 0.917 2.246 0.632 2.902 2.526 2.791 4.336 3.713 2.794 2.882 1.008 1.023 1.637 1.158 2.179 0.413 0.774 1.438 2.437 1.184 3
0.261 0.577 0.610 -0.037 -1.088 -0.221 0.589 0.228 0.966 3.279 3.902 5.730 4.375 2.790 4.900 5.814 1.680 1.473 1.776 -0.745 -0.388 1
0.398 0.862 0.570 1.326 1.279 3.650 4.135 2.071 2.138 2.079 2.275 2.759 2.855 2.550 3.870 3.383 2.192 0.355 2.438 1.862 0.755 3
0.070 1.187 0.223 -0.610 0.584 -0.095 1.427 0.900 1.093 4.322 3.532 4.831 1.597 5.233 3.425 4.339 3.838 2.180 -0.646 0.585 0.631 1
-1.365 -0.150 0.463 -1.583 1.596 0.429 1.295 0.476 3.558 5.724 6.268 3.985 5.188 3.593 2.033 2.490 -0.630 -0.972 0.769 0.322 0.695 2
0.053 0.188 1.670 0.659 1.780 1.444 1.759 2.173 1.463 1.161 2.178 0.372 1.720 2.605 3.367 3.902 3.526 3.319 0.600 1.790 -0.339 3
0.331 -0.702 0.835 0.567 0.697 3.580 3.065 2.859 4.062 2.598 3.310 4.509 2.933 2.414 0.454 1.624 0.746 2.453 -0.446 -0.223 -0.049 2
0.179 -0.753 -0.220 0.825 0.455 2.704 2.985 3.225 3.468 4.974 5.011 5.688 5.320 2.796 2.887 1.472 1.471 0.316 -0.456 -0.473 -1.315 2
0.534 -1.708 -0.639 -1.232 2.137 0.428 3.395 3.527 3.152 3.142 2.945 4.004 2.878 1.574 0.259 -0.335 0.273 -2.031 -0.561 1.866 -0.323 2
0.137 -0.699 -0.751 1.448 2.304 2.662 5.214 5.045 5.367 4.114 3.410 0.857 1.994 -0.009 0.247 0.137 0.878 0.590 0.287 0.082 -0.209 3
0.795 -1.349 2.669 0.707 3.575 4.371 3.813 5.317 1.408 4.082 3.983 3.389 2.153 0.770 1.347 0.463 3.328 0.599 1.028 1.243 0.604 3
-0.218 0.312 0.977 1.313 2.646 4.135 6.314 4.512 4.688 3.312 4.582 2.306 1.837 -0.373 0.171 1.732 -1.400 -1.077 0.113 0.394 -0.149 2
-1.353 0.287 1.081 0.830 0.497 2.824 3.422 4.508 6.380 4.142 4.428 2.843 0.867 0.303 0.684 0.708 0.274 1.272 0.572 -1.605 0.481 2
-1.905 1.646 2.737 2.504 1.729 2.938 4.972 3.336 5.050 3.366 2.073 0.067 0.523 1.068 1.877 0.660 1.249 0.658 1.801 1.434 0.712 3
0.653 -0.984 1.722 -1.292 -1.022 -0.690 0.791 2.648 1.667 1.023 1.976 4.704 3.854 4.227 5.224 5.167 4.320 2.443 -0.609 1.216 0.720 1
0.766 -1.027 -0.990 0.395 0.283 1.848 0.991 0.543 0.156 1.142 2.686 3.419 2.251 4.538 5.160 3.045 5.668 3.477 3.881 1.922 0.238 1
0.169 0.519 1.601 -1.287 -0.127 -1.457 1.094 1.754 3.581 1.587 2.477 2.907 3.419 4.148 4.817 6.165 3.911 1.615 3.194 -0.089 1.078 1
0.829 -1.258 1.385 1.354 -1.533 1.263 0.935 2.095 3.490 0.425 -0.175 1.589 1.851 2.488 3.270 3.760 2.469 1.566 1.962 1.899 -0.305 3
-0.504 1.034 -0.084 0.706 2.841 2.831 4.694 7.023 4.880 4.592 3.977 2.738 0.936 0.404 1.436 1.294 -0.963 0.249 0.426 -0.427 -1.107 2
-0.605 -0.885 -0.613 3.538 2.568 4.632 4.233 5.146 5.470 2.208 2.908 2.517 -0.204 -1.055 0.266 -0.477 -1.040 -0.338 0.148 0.305 0.371 2
-1.804 0.177 -0.137 0.109 -0.878 0.489 3.593 2.060 3.173 3.817 3.918 6.493 3.045 3.212 3.153 2.160 1.377 -1.494 0.663 -0.454 0.871 1
-0.359 -1.233 -1.645 -1.016 0.837 -0.155 1.120 2.493 0.233 4.495 4.313 6.625 5.738 4.468 4.035 1.575 2.240 1.565 0.297 -1.970 -0.997 1
0.604 0.190 1.179 1.241 -0.469 0.477 -0.285 -0.003 0.758 0.296 2.239 2.013 2.460 1.051 5.457 4.440 5.540 3.400 1.484 3.142 0.665 1
0.174 -0.306 -0.806 0.451 -1.079 -0.227 0.087 1.057 1.162 3.118 5.367 5.488 5.190 2.460 1.603 1.452 2.700 2.100 0.072 2.078 0.833 1
-0.061 -1.347 -0.616 -0.261 0.067 1.702 0.691 2.502 1.853 5.399 3.648 5.524 3.290 3.361 2.286 1.951 2.397 0.270 -0.453 0.644 -1.003 2
-1.272 0.152 -0.595 2.090 0.010 2.587 3.496 4.360 2.426 3.808 3.506 1.744 2.981 1.688 1.085 -1.572 0.140 0.094 -1.324 1.265 1.588 2
1.062 -0.237 1.774 -0.485 -0.252 -0.630 1.982 2.975 3.053 3.765 5.449 7.202 4.562 4.371 3.756 1.279 1.490 0.795 0.433 0.354 0.816 1
-0.248 0.995 -0.696 -0.802 1.437 1.319 2.395 3.317 2.923 4.674 4.997 2.800 2.426 2.107 1.757 -0.729 0.219 0.439 -3.336 0.169 1.317 2
2.563 -0.199 1.157 1.053 0.311 0.028 0.132 0.571 -1.082 2.065 1.502 3.701 3.969 4.580 4.483 4.120 3.957 4.378 0.918 0.717 0.981 1
1.196 -0.393 0.817 1.090 1.531 2.544 0.993 3.696 4.996 4.636 3.670 4.943 3.707 2.596 2.723 1.542 -0.186 1.724 0.984 -0.438 0.436 2
0.160 -0.076 -2.029 1.529 1.725 2.264 1.120 4.208 4.245 0.816 1.326 1.936 2.661 2.169 0.619 2.591 0.427 0.031 1.488 1.143 0.209 3
0.810 -0.985 -1.740 0.934 -0.544 -1.177 -0.468 3.364 4.262 2.317 3.825 4.803 5.548 4.864 0.766 0.835 1.277 -0.567 0.859 0.973 0.263 1
0.374 0.051 2.545 1.054 2.119 2.223 3.681 5.911 2.280 3.099 2.622 0.823 0.362 1.991 1.337 2.833 1.330 2.598 -0.235 1.346 -0.045 3
1.208 0.625 -2.754 0.992 0.333 0.252 0.500 2.641 3.369 4.176 3.104 4.619 4.577 0.958 1.536 0.832 2.027 -1.149 -2.615 0.542 -0.473 2
-1.243 0.134 0.027 -0.806 0.007 2.398 2.264 3.246 2.716 5.026 3.633 3.021 2.874 1.286 2.403 -0.283 -0.773 -0.201 -0.208 0.010 1.038 2
1.238 1.253 1.103 0.798 -0.249 3.023 4.297 3.886 0.525 5.422 3.748 4.830 3.835 1.184 1.493 0.821 0.687 2.048 0.075 -0.819 1.811 2
0.211 -0.255 0.463 0.666 0.174 3.170 2.748 5.998 2.553 4.437 3.970 4.722 3.123 1.041 1.720 0.254 -0.028 -0.706 0.722 -1.172 -1.053 2
-0.515 -0.085 0.435 -0.662 0.340 -0.147 2.493 1.267 3.266 3.088 3.921 6.043 4.798 4.314 3.611 1.256 1.648 -1.381 -0.902 0.834 -0.487 2
0.957 0.392 0.504 0.480 -0.208 -0.650 0.421 0.294 3.473 1.930 2.603 3.984 4.980 2.716 3.703 3.942 5.015 1.384 0.490 2.004 0.576 1
1.104 0.137 -0.316 0.987 2.181 0.811 3.995 5.429 5.599 5.085 3.226 3.986 3.609 2.150 0.208 0.099 2.280 -0.686 -0.042 0.780 -1.802 2
-0.708 0.315 -1.356 0.584 0.015 2.030 0.282 2.584 3.221 1.141 3.289 5.186 5.753 4.069 2.875 3.089 2.975 1.133 -1.411 -0.440 0.024 1
-1.024 -0.211 -0.470 -0.431 1.034 3.262 1.466 2.253 0.626 3.444 0.722 1.295 2.134 4.087 2.924 3.272 2.791 3.458 0.761 -1.597 0.129 3
-0.755 1.286 1.708 -0.269 0.898 -0.451 0.921 -0.873 -0.377 0.685 2.333 3.237 4.137 3.566 5.726 6.228 7.715 2.809 2.197 1.059 1.030 1
-0.713 -0.891 -0.684 0.983 0.349 -1.137 -0.551 0.069 1.087 2.517 4.075 3.169 3.852 4.121 4.970 3.692 2.499 1.302 1.491 -1.035 -0.640 1
-0.680 0.863 1.238 -0.101 -0.824 -0.718 -0.126 0.217 0.171 -0.655 2.829 3.128 2.478 3.275 4.636 3.449 2.685 3.038 2.238 2.761 0.929 1
-0.407 -0.156 0.368 2.193 1.081 4.450 3.325 5.556 2.325 3.742 1.790 2.340 1.737 1.105 -0.386 4.008 1.154 1.709 1.684 -0.379 -0.097 3
-0.726 -0.883 -0.035 1.117 0.682 1.217 3.330 5.340 3.354 5.741 4.404 3.272 0.175 1.900 0.259 0.033 0.694 -0.123 0.329 1.263 0.552 2
-0.060 -0.526 -0.494 -0.337 0.341 -0.950 0.006 -0.218 -0.897 1.931 2.928 2.538 2.978 5.522 3.044 4.153 5.285 0.272 1.352 0.602 -0.225 1
-0.908 1.244 -0.155 -1.165 2.590 4.153 4.375 4.486 4.736 3.697 2.627 2.479 2.224 0.507 -0.024 0.985 0.420 1.201 2.271 0.382 1.579 3
0.485 -0.643 1.195 2.537 -0.467 -0.295 1.492 -1.619 0.755 0.854 2.438 3.083 2.624 4.077 4.125 6.223 4.046 3.488 3.066 1.780 1.032 1
1.013 -2.524 -1.940 1.200 2.663 0.387 2.520 0.979 1.804 1.086 0.897 2.801 2.697 2.218 3.617 3.360 4.259 2.642 1.565 0.330 2.046 3
0.690 -1.395 -0.434 0.820 0.997 2.506 0.479 -0.124 1.814 2.482 1.947 1.306 3.601 3.610 2.374 3.151 3.376 2.094 1.421 2.666 0.720 3
0.185 -0.116 1.583 2.349 2.232 4.076 3.442 5.880 5.835 4.412 2.542 0.029 1.240 0.434 -0.284 -1.305 -1.171 0.500 -0.200 0.863 1.241 2
0.866 0.236 2.972 0.816 2.756 2.646 1.988 2.928 2.347 1.757 -0.647 3.479 1.763 2.399 3.196 2.797 2.574 2.129 1.216 0.695 1.042 3
-0.423 1.440 -0.758 3.317 1.783 2.378 2.245 3.165 3.341 3.663 3.418 2.681 1.620 1.092 0.493 1.592 -0.159 1.189 -0.526 -0.207 -0.264 3
0.065 0.543 -0.317 0.288 3.073 -0.404 0.306 1.560 0.749 3.127 4.748 3.997 2.988 1.813 3.614 4.624 3.260 -0.872 2.742 0.136 0.166 1
